Fold,Algorithm,Classifier,TransferFunction,BestFitness,Accuracy,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC
5,bLRRIME-KNN-v2,knn,v2,0.137229437,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.775510204
6,bLRRIME-KNN-v2,knn,v2,0.001515152,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v2,knn,v2,0.002020202,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-v2,knn,v2,0.001515152,1,1,1,1,1,1,1,1
9,bLRRIME-KNN-v2,knn,v2,0.136219336,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.836734694
10,bLRRIME-KNN-v2,knn,v2,0.068867244,0.928571429,1,1,0.833333333,0.888888889,0.941176471,0.860662966,0.9375
1,bLRRIME-KNN-v3,knn,v3,0.065858586,0.933333333,1,1,0.857142857,0.888888889,0.941176471,0.872871561,0.9375
2,bLRRIME-KNN-v3,knn,v3,0.001515152,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.959183673
4,bLRRIME-KNN-v3,knn,v3,0.001515152,1,1,1,1,1,1,1,1
5,bLRRIME-KNN-v3,knn,v3,0.069372294,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.887755102
6,bLRRIME-KNN-v3,knn,v3,0.002525253,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v3,knn,v3,0.069877345,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.897959184
8,bLRRIME-KNN-v3,knn,v3,0.069877345,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.979591837
9,bLRRIME-KNN-v3,knn,v3,0.002525253,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,1,1,0.833333333,0.888888889,0.941176471,0.860662966,0.9375
1,bLRRIME-KNN-v4,knn,v4,0.127676768,0.866666667,0.875,0.875,0.857142857,0.875,0.875,0.732142857,0.767857143
2,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-v4,knn,v4,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.969387755
5,bLRRIME-KNN-v4,knn,v4,0.136724387,0.857142857,0.714285714,0.714285714,1,1,0.833333333,0.745355992,0.816326531
6,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v4,knn,v4,0.071392496,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.969387755
8,bLRRIME-KNN-v4,knn,v4,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.948979592
9,bLRRIME-KNN-v4,knn,v4,0.136219336,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.836734694
10,bLRRIME-KNN-v4,knn,v4,0.068867244,0.928571429,1,1,0.833333333,0.888888889,0.941176471,0.860662966,0.885416667
1,bLRRIME-KNN-s1,knn,s1,0.14989899,0.866666667,1,1,0.714285714,0.8,0.888888889,0.755928946,0.901785714
2,bLRRIME-KNN-s1,knn,s1,0.031313131,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-s1,knn,s1,0.292135642,0.714285714,0.571428571,0.571428571,0.857142857,0.8,0.666666667,0.447213595,0.714285714
4,bLRRIME-KNN-s1,knn,s1,0.031818182,1,1,1,1,1,1,1,1
5,bLRRIME-KNN-s1,knn,s1,0.093109668,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.959183673
6,bLRRIME-KNN-s1,knn,s1,0.023737374,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-s1,knn,s1,0.360497835,0.642857143,0.714285714,0.714285714,0.571428571,0.625,0.666666667,0.288675135,0.714285714
8,bLRRIME-KNN-s1,knn,s1,0.22478355,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.806122449
9,bLRRIME-KNN-s1,knn,s1,0.297186147,0.714285714,0.857142857,0.857142857,0.571428571,0.666666667,0.75,0.447213595,0.530612245
10,bLRRIME-KNN-s1,knn,s1,0.227813853,0.785714286,0.75,0.75,0.833333333,0.857142857,0.8,0.577350269,0.760416667
1,bLRRIME-KNN-s2,knn,s2,0.146868687,0.866666667,1,1,0.714285714,0.8,0.888888889,0.755928946,0.839285714
2,bLRRIME-KNN-s2,knn,s2,0.025757576,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-s2,knn,s2,0.229834055,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.734693878
4,bLRRIME-KNN-s2,knn,s2,0.089574315,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
5,bLRRIME-KNN-s2,knn,s2,0.024747475,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-s2,knn,s2,0.024747475,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-s2,knn,s2,0.357972583,0.642857143,0.714285714,0.714285714,0.571428571,0.625,0.666666667,0.288675135,0.683673469
8,bLRRIME-KNN-s2,knn,s2,0.16046176,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.806122449
9,bLRRIME-KNN-s2,knn,s2,0.293650794,0.714285714,0.857142857,0.857142857,0.571428571,0.666666667,0.75,0.447213595,0.602040816
10,bLRRIME-KNN-s2,knn,s2,0.156926407,0.857142857,0.875,0.875,0.833333333,0.875,0.875,0.708333333,0.822916667
1,bLRRIME-KNN-s3,knn,s3,0.147878788,0.866666667,1,1,0.714285714,0.8,0.888888889,0.755928946,0.839285714
2,bLRRIME-KNN-s3,knn,s3,0.025252525,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-s3,knn,s3,0.228318903,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.826530612
4,bLRRIME-KNN-s3,knn,s3,0.087049062,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
5,bLRRIME-KNN-s3,knn,s3,0.025757576,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-s3,knn,s3,0.027272727,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-s3,knn,s3,0.359487734,0.642857143,0.714285714,0.714285714,0.571428571,0.625,0.666666667,0.288675135,0.683673469
8,bLRRIME-KNN-s3,knn,s3,0.224278499,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.775510204
9,bLRRIME-KNN-s3,knn,s3,0.292640693,0.714285714,0.857142857,0.857142857,0.571428571,0.666666667,0.75,0.447213595,0.581632653
10,bLRRIME-KNN-s3,knn,s3,0.160966811,0.857142857,0.875,0.875,0.833333333,0.875,0.875,0.708333333,0.84375
1,bLRRIME-KNN-s4,knn,s4,0.145858586,0.866666667,0.875,0.875,0.857142857,0.875,0.875,0.732142857,0.928571429
2,bLRRIME-KNN-s4,knn,s4,0.028282828,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-s4,knn,s4,0.231349206,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.806122449
4,bLRRIME-KNN-s4,knn,s4,0.025252525,1,1,1,1,1,1,1,1
5,bLRRIME-KNN-s4,knn,s4,0.024747475,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-s4,knn,s4,0.021717172,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-s4,knn,s4,0.359992785,0.642857143,0.714285714,0.714285714,0.571428571,0.625,0.666666667,0.288675135,0.693877551
8,bLRRIME-KNN-s4,knn,s4,0.159451659,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.836734694
9,bLRRIME-KNN-s4,knn,s4,0.291630592,0.714285714,0.857142857,0.857142857,0.571428571,0.666666667,0.75,0.447213595,0.551020408
10,bLRRIME-KNN-s4,knn,s4,0.15995671,0.857142857,0.875,0.875,0.833333333,0.875,0.875,0.708333333,0.84375
1,bLRRIME-KNN-v1,knn,v1,0.065353535,0.933333333,0.875,0.875,1,1,0.933333333,0.875,0.883928571
2,bLRRIME-KNN-v1,knn,v1,0.069372294,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.928571429
3,bLRRIME-KNN-v1,knn,v1,0.069372294,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.93877551
4,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
5,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v1,knn,v1,0.002525253,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v1,knn,v1,0.068362193,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.959183673
8,bLRRIME-KNN-v1,knn,v1,0.136219336,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.846938776
9,bLRRIME-KNN-v1,knn,v1,0.137229437,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.826530612
10,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
1,bLRRIME-KNN-v2,knn,v2,0.002020202,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-v2,knn,v2,0.004545455,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v2,knn,v2,0.204076479,0.785714286,1,1,0.571428571,0.7,0.823529412,0.632455532,0.857142857
4,bLRRIME-KNN-v2,knn,v2,0.002020202,1,1,1,1,1,1,1,1
5,bLRRIME-KNN-v2,knn,v2,0.001515152,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v2,knn,v2,0.001010101,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v2,knn,v2,0.068362193,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.959183673
8,bLRRIME-KNN-v2,knn,v2,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.948979592
9,bLRRIME-KNN-v2,knn,v2,0.204076479,0.785714286,1,1,0.571428571,0.7,0.823529412,0.632455532,0.724489796
10,bLRRIME-KNN-v2,knn,v2,0.068867244,0.928571429,0.875,0.875,1,1,0.933333333,0.866025404,0.96875
1,bLRRIME-KNN-v3,knn,v3,0.065858586,0.933333333,1,1,0.857142857,0.888888889,0.941176471,0.872871561,0.910714286
2,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.87755102
3,bLRRIME-KNN-v3,knn,v3,0.137734488,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.846938776
4,bLRRIME-KNN-v3,knn,v3,0.001010101,1,1,1,1,1,1,1,1
5,bLRRIME-KNN-v3,knn,v3,0.003535354,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v3,knn,v3,0.002020202,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v3,knn,v3,0.068362193,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.959183673
8,bLRRIME-KNN-v3,knn,v3,0.136219336,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.846938776
9,bLRRIME-KNN-v3,knn,v3,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.826530612
10,bLRRIME-KNN-v3,knn,v3,0.001515152,1,1,1,1,1,1,1,1
1,bLRRIME-KNN-v4,knn,v4,0.079494949,0.933333333,1,1,0.857142857,0.888888889,0.941176471,0.872871561,0.928571429
2,bLRRIME-KNN-v4,knn,v4,0.002525253,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v4,knn,v4,0.136724387,0.857142857,0.714285714,0.714285714,1,1,0.833333333,0.745355992,0.846938776
4,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
5,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v4,knn,v4,0.068362193,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.959183673
8,bLRRIME-KNN-v4,knn,v4,0.136219336,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.846938776
9,bLRRIME-KNN-v4,knn,v4,0.204076479,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.857142857
10,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
1,bLRRIME-KNN-s1,knn,s1,0.021212121,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-s1,knn,s1,0.087554113,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.959183673
3,bLRRIME-KNN-s1,knn,s1,0.036363636,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-s1,knn,s1,0.157936508,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.857142857
5,bLRRIME-KNN-s1,knn,s1,0.292640693,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.724489796
6,bLRRIME-KNN-s1,knn,s1,0.022727273,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-s1,knn,s1,0.357467532,0.642857143,0.571428571,0.571428571,0.714285714,0.666666667,0.615384615,0.288675135,0.775510204
8,bLRRIME-KNN-s1,knn,s1,0.359992785,0.642857143,0.857142857,0.857142857,0.428571429,0.6,0.705882353,0.316227766,0.683673469
9,bLRRIME-KNN-s1,knn,s1,0.088059163,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.959183673
10,bLRRIME-KNN-s1,knn,s1,0.225793651,0.785714286,0.875,0.875,0.666666667,0.777777778,0.823529412,0.559430928,0.75
1,bLRRIME-KNN-s2,knn,s2,0.021212121,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-s2,knn,s2,0.088059163,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.959183673
3,bLRRIME-KNN-s2,knn,s2,0.09462482,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.857142857
4,bLRRIME-KNN-s2,knn,s2,0.157431457,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.908163265
5,bLRRIME-KNN-s2,knn,s2,0.293650794,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.693877551
6,bLRRIME-KNN-s2,knn,s2,0.021212121,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-s2,knn,s2,0.294660895,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.765306122
8,bLRRIME-KNN-s2,knn,s2,0.297186147,0.714285714,1,1,0.428571429,0.636363636,0.777777778,0.522232968,0.734693878
9,bLRRIME-KNN-s2,knn,s2,0.089069264,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.93877551
10,bLRRIME-KNN-s2,knn,s2,0.166017316,0.857142857,0.875,0.875,0.833333333,0.875,0.875,0.708333333,0.791666667
1,bLRRIME-KNN-s3,knn,s3,0.01969697,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-s3,knn,s3,0.088059163,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.948979592
3,bLRRIME-KNN-s3,knn,s3,0.091594517,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.887755102
4,bLRRIME-KNN-s3,knn,s3,0.154906205,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.897959184
5,bLRRIME-KNN-s3,knn,s3,0.292640693,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.734693878
6,bLRRIME-KNN-s3,knn,s3,0.022222222,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-s3,knn,s3,0.291630592,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.724489796
8,bLRRIME-KNN-s3,knn,s3,0.293650794,0.714285714,0.857142857,0.857142857,0.571428571,0.666666667,0.75,0.447213595,0.693877551
9,bLRRIME-KNN-s3,knn,s3,0.087049062,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.918367347
10,bLRRIME-KNN-s3,knn,s3,0.224278499,0.785714286,0.75,0.75,0.833333333,0.857142857,0.8,0.577350269,0.791666667
1,bLRRIME-KNN-s4,knn,s4,0.022222222,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-s4,knn,s4,0.087554113,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.948979592
3,bLRRIME-KNN-s4,knn,s4,0.089069264,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.857142857
4,bLRRIME-KNN-s4,knn,s4,0.155411255,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.918367347
5,bLRRIME-KNN-s4,knn,s4,0.226298701,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.775510204
6,bLRRIME-KNN-s4,knn,s4,0.018181818,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-s4,knn,s4,0.294660895,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.755102041
8,bLRRIME-KNN-s4,knn,s4,0.293145743,0.714285714,1,1,0.428571429,0.636363636,0.777777778,0.522232968,0.795918367
9,bLRRIME-KNN-s4,knn,s4,0.086544012,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.959183673
10,bLRRIME-KNN-s4,knn,s4,0.22478355,0.785714286,0.75,0.75,0.833333333,0.857142857,0.8,0.577350269,0.760416667
1,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-v1,knn,v1,0.002020202,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v1,knn,v1,0.001010101,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-v1,knn,v1,0.069372294,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.928571429
5,bLRRIME-KNN-v1,knn,v1,0.138239538,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.816326531
6,bLRRIME-KNN-v1,knn,v1,0.003030303,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v1,knn,v1,0.136724387,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.806122449
8,bLRRIME-KNN-v1,knn,v1,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.795918367
9,bLRRIME-KNN-v1,knn,v1,0.001010101,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v1,knn,v1,0.136724387,0.857142857,0.875,0.875,0.833333333,0.875,0.875,0.708333333,0.875
1,bLRRIME-KNN-v2,knn,v2,0.001515152,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-v2,knn,v2,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.959183673
3,bLRRIME-KNN-v2,knn,v2,0.002020202,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-v2,knn,v2,0.003030303,1,1,1,1,1,1,1,1
5,bLRRIME-KNN-v2,knn,v2,0.204076479,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.908163265
6,bLRRIME-KNN-v2,knn,v2,0.003535354,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v2,knn,v2,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.918367347
8,bLRRIME-KNN-v2,knn,v2,0.137229437,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.857142857
9,bLRRIME-KNN-v2,knn,v2,0.001010101,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v2,knn,v2,0.137229437,0.857142857,0.875,0.875,0.833333333,0.875,0.875,0.708333333,0.84375
1,bLRRIME-KNN-v3,knn,v3,0.001515152,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
3,bLRRIME-KNN-v3,knn,v3,0.001010101,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.897959184
5,bLRRIME-KNN-v3,knn,v3,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.87755102
6,bLRRIME-KNN-v3,knn,v3,0.070382395,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.857142857
7,bLRRIME-KNN-v3,knn,v3,0.069877345,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.969387755
8,bLRRIME-KNN-v3,knn,v3,0.137734488,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.755102041
9,bLRRIME-KNN-v3,knn,v3,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.867346939
10,bLRRIME-KNN-v3,knn,v3,0.136219336,0.857142857,0.75,0.75,1,1,0.857142857,0.75,0.833333333
1,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-v4,knn,v4,0.069372294,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.959183673
3,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-v4,knn,v4,0.070382395,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.857142857
5,bLRRIME-KNN-v4,knn,v4,0.137229437,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.857142857
6,bLRRIME-KNN-v4,knn,v4,0.001010101,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v4,knn,v4,0.204076479,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.836734694
8,bLRRIME-KNN-v4,knn,v4,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.795918367
9,bLRRIME-KNN-v4,knn,v4,0.001010101,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v4,knn,v4,0.136724387,0.857142857,0.875,0.875,0.833333333,0.875,0.875,0.708333333,0.875
1,bLRRIME-KNN-s1,knn,s1,0.15040404,0.866666667,0.875,0.875,0.857142857,0.875,0.875,0.732142857,0.830357143
2,bLRRIME-KNN-s1,knn,s1,0.157936508,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.836734694
3,bLRRIME-KNN-s1,knn,s1,0.022222222,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-s1,knn,s1,0.294155844,0.714285714,0.857142857,0.857142857,0.571428571,0.666666667,0.75,0.447213595,0.673469388
5,bLRRIME-KNN-s1,knn,s1,0.088059163,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.959183673
6,bLRRIME-KNN-s1,knn,s1,0.228823954,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.714285714
7,bLRRIME-KNN-s1,knn,s1,0.021212121,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-s1,knn,s1,0.089069264,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.87755102
9,bLRRIME-KNN-s1,knn,s1,0.163997114,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.795918367
10,bLRRIME-KNN-s1,knn,s1,0.154906205,0.857142857,0.875,0.875,0.833333333,0.875,0.875,0.708333333,0.8125
1,bLRRIME-KNN-s2,knn,s2,0.14989899,0.866666667,0.875,0.875,0.857142857,0.875,0.875,0.732142857,0.857142857
2,bLRRIME-KNN-s2,knn,s2,0.158441558,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.785714286
3,bLRRIME-KNN-s2,knn,s2,0.021717172,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-s2,knn,s2,0.292640693,0.714285714,0.857142857,0.857142857,0.571428571,0.666666667,0.75,0.447213595,0.744897959
5,bLRRIME-KNN-s2,knn,s2,0.022727273,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-s2,knn,s2,0.22478355,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.734693878
7,bLRRIME-KNN-s2,knn,s2,0.022222222,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-s2,knn,s2,0.091089466,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.87755102
9,bLRRIME-KNN-s2,knn,s2,0.15995671,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.795918367
10,bLRRIME-KNN-s2,knn,s2,0.223773449,0.785714286,0.75,0.75,0.833333333,0.857142857,0.8,0.577350269,0.833333333
1,bLRRIME-KNN-s3,knn,s3,0.146868687,0.866666667,0.875,0.875,0.857142857,0.875,0.875,0.732142857,0.848214286
2,bLRRIME-KNN-s3,knn,s3,0.160966811,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.826530612
3,bLRRIME-KNN-s3,knn,s3,0.02020202,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-s3,knn,s3,0.291125541,0.714285714,0.857142857,0.857142857,0.571428571,0.666666667,0.75,0.447213595,0.673469388
5,bLRRIME-KNN-s3,knn,s3,0.023232323,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-s3,knn,s3,0.2252886,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.734693878
7,bLRRIME-KNN-s3,knn,s3,0.019191919,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-s3,knn,s3,0.089069264,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.87755102
9,bLRRIME-KNN-s3,knn,s3,0.158946609,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.755102041
10,bLRRIME-KNN-s3,knn,s3,0.157431457,0.857142857,0.875,0.875,0.833333333,0.875,0.875,0.708333333,0.833333333
1,bLRRIME-KNN-s4,knn,s4,0.148383838,0.866666667,0.875,0.875,0.857142857,0.875,0.875,0.732142857,0.857142857
2,bLRRIME-KNN-s4,knn,s4,0.162481962,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.826530612
3,bLRRIME-KNN-s4,knn,s4,0.02020202,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-s4,knn,s4,0.297691198,0.714285714,0.857142857,0.857142857,0.571428571,0.666666667,0.75,0.447213595,0.653061224
5,bLRRIME-KNN-s4,knn,s4,0.022727273,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-s4,knn,s4,0.226298701,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.734693878
7,bLRRIME-KNN-s4,knn,s4,0.02020202,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-s4,knn,s4,0.091089466,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.87755102
9,bLRRIME-KNN-s4,knn,s4,0.156926407,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.775510204
10,bLRRIME-KNN-s4,knn,s4,0.222258297,0.785714286,0.75,0.75,0.833333333,0.857142857,0.8,0.577350269,0.802083333
1,bLRRIME-KNN-v1,knn,v1,0.002020202,1,1,1,1,1,1,1,1
